POLICY_ID,SUBSCRIPTION_LENGTH,REGION_CODE,SEGMENT
POL013464,1,C5,C2
POL058515,0.7,C21,B2
POL040634,11.5,C5,C1
POL056060,11.2,C9,C2
POL018879,2,C2,C2
POL017745,3.4,C7,A
POL007307,0.6,C8,A
POL003206,0.3,C2,A
POL023239,0.8,C9,B2
POL027932,0.5,C7,A
POL047666,11.6,C14,C2
POL003088,0.8,C9,C2
POL004498,9,C12,B2
POL015473,10.5,C4,B2
POL023558,10.8,C19,Utility
POL010773,10.3,C3,A
POL041930,0.6,C8,B2
POL014067,6.9,C14,C2
POL058167,2.2,C3,A
POL029639,0.7,C3,A
POL010240,10.9,C13,Utility
POL052746,11.1,C13,C2
POL039106,6.2,C8,C2
POL003584,1.5,C12,B2
POL010410,3.5,C8,B1
POL009585,7.5,C5,B2
POL026510,4.5,C2,B2
POL000412,5.5,C5,B2
POL039109,1.5,C7,A
POL058002,2,C1,B2
POL007615,0.4,C5,A
POL008807,10.4,C11,B2
POL054913,2,C8,C2
POL025885,12.3,C13,B2
POL036328,5.1,C2,A
POL047632,5.6,C8,B1
POL012372,1.7,C6,C2
POL010529,2.2,C5,A
POL026891,0.1,C2,B2
POL051549,11.9,C8,B2
POL033232,10.7,C8,Utility
POL023152,10.2,C5,A
POL032189,2.5,C8,B2
POL023209,10.3,C14,C2
POL028291,1.2,C5,A
POL034914,0.9,C7,B2
POL039259,11.9,C8,B2
POL035290,1,C3,A
POL042469,10.2,C7,B1
POL045110,9.7,C2,A
POL053794,11.1,C8,A
POL034626,2.1,C7,B2
POL055396,5.4,C1,A
POL030453,12.2,C8,C2
POL012033,10.6,C8,C2
POL040975,4.8,C12,C2
POL021348,6.5,C4,B2
POL050683,0.8,C9,B2
POL032988,3.1,C3,A
POL042846,0.5,C2,A
POL028925,2.2,C8,B2
POL041685,9.3,C9,A
POL018005,11.3,C2,C2
POL009390,10.2,C8,B2
POL057169,2.4,C10,A
POL033578,10.7,C2,C2
POL016038,6.6,C11,A
POL011603,1.5,C1,C2
POL023510,7.7,C5,B2
POL004673,10.1,C8,C2
POL037650,10.6,C13,B2
POL028333,4,C5,B2
POL005412,0.7,C8,C2
POL024919,0.6,C13,B2
POL001626,4,C8,C2
POL048400,6.3,C13,B1
POL037654,6.9,C9,A
POL003964,0.9,C8,B2
POL021082,10.9,C12,B2
POL008782,1.5,C8,B2
POL007898,11.5,C8,C2
POL054210,10,C5,A
POL051654,10.2,C8,C2
POL007151,1,C1,C1
POL026588,3.9,C8,B2
POL018893,4.3,C8,B2
POL045320,0.9,C13,C2
POL047006,0.5,C3,A
POL031363,10.8,C8,C2
POL039273,3.4,C3,A
POL006061,11.6,C14,B2
POL022337,4.7,C14,B2
POL017582,0.9,C5,C2
POL045404,2.6,C5,A
POL036486,6.1,C3,B2
POL030459,12.5,C12,B2
POL013149,6.9,C13,B2
POL044100,7.5,C4,B1
POL014756,0.8,C7,B1
POL045358,2.3,C14,B1
POL038955,12.2,C8,B2
POL048533,11.3,C8,B2
POL013587,11.4,C8,C2
POL055876,0.2,C3,B2
POL043798,0.4,C2,C2
POL021563,11.1,C8,B2
POL039514,0.8,C13,Utility
POL046710,10.7,C2,B2
POL001611,8.6,C9,B2
POL053265,2.9,C14,B1
POL046984,10.3,C14,B2
POL044009,6.7,C8,B1
POL036324,9,C13,C2
POL035434,7.7,C14,B2
POL015040,3.1,C8,C2
POL038578,0.8,C15,B2
POL005226,12,C8,B2
POL027401,0.8,C5,C1
POL037239,11.5,C2,B2
POL031776,4,C9,A
POL033834,0,C15,A
POL001683,10,C3,C2
POL050372,3.5,C1,B1
POL011958,10.5,C13,C2
POL047515,10.3,C8,B2
POL046308,0.1,C10,Utility
POL024735,8.4,C8,C2
POL012289,11.4,C8,C2
POL005574,1.2,C8,B2
POL021584,2.9,C7,B2
POL033810,2.9,C9,A
POL041741,0.5,C2,A
POL018556,0.5,C5,A
POL046852,0.8,C15,C2
POL033876,6.9,C13,C2
POL007822,0.7,C16,A
POL051274,5.3,C10,A
POL028188,6,C3,A
POL047277,0.7,C2,B2
POL053124,12.2,C11,C2
POL048582,10.4,C14,C2
POL050760,10.2,C2,B2
POL003632,5,C5,Utility
POL011069,1,C8,C1
POL020721,1.5,C18,B2
POL005881,3.4,C13,C2
POL016207,4.6,C5,B2
POL047541,0.7,C8,B2
POL014635,8.1,C5,A
POL016606,5.2,C13,B2
POL050603,5.7,C9,B2
POL023752,7.7,C2,B2
POL007417,8.5,C2,C2
POL032391,0.8,C2,C2
POL036054,12.3,C8,B2
POL016463,3.3,C13,A
POL000518,4.3,C3,B1
POL009301,9.1,C8,C2
POL004965,4.3,C4,A
POL058189,5.2,C2,B2
POL023574,11.8,C2,C1
POL028308,11.1,C9,C2
POL029261,11.7,C8,C2
POL049710,8.9,C13,B1
POL015314,4.9,C2,A
POL031793,0.8,C6,B2
POL049701,5.2,C12,C1
POL051358,8.4,C6,A
POL039204,5,C7,C2
POL042349,1.4,C10,A
POL020764,11,C1,A
POL001084,3.3,C21,B2
POL006574,2.9,C13,C2
POL020061,7.9,C2,A
POL002240,6.7,C9,A
POL035851,1.2,C8,C2
POL028447,3.1,C3,A
POL054461,10.2,C8,B2
POL013723,10.8,C3,C2
POL004571,2.6,C13,C2
POL008908,10.7,C3,B2
POL048073,1.1,C8,B2
POL037743,2.9,C10,C2
POL038825,1.3,C10,A
POL044692,10.5,C2,C2
POL002114,11.2,C2,C1
POL032411,0.5,C10,A
POL025019,2.2,C8,C2
POL034729,11.3,C5,B2
POL044370,3.9,C8,C1
POL042301,11.5,C3,B2
POL004621,0.4,C5,B2
POL026535,12,C14,C2
POL045505,6.8,C14,C2
POL055750,3.6,C8,B2
POL037207,11.2,C7,A
POL005459,4.4,C8,Utility
POL055167,11.2,C14,B1
POL050596,10.3,C2,C2
POL046666,2.4,C5,B2
POL035283,0.1,C6,A
POL010475,7.3,C2,B1
POL016889,6.4,C8,B2
POL007551,10.3,C8,B2
POL034541,5.3,C5,C1
POL015421,1.6,C8,A
POL018199,9.1,C10,B2
POL024336,0.5,C3,A
POL014831,8,C3,C2
POL033849,6.8,C2,B2
POL000704,11.9,C2,B1
POL002941,3.3,C8,C1
POL053616,10.2,C15,B2
POL004094,5.8,C8,B2
POL033257,10.1,C2,C2
POL047786,10.7,C13,C2
POL058158,0.3,C8,B2
POL052732,1.8,C10,Utility
POL056307,2.5,C5,A
POL009228,0.9,C9,B2
POL005717,12,C13,A
POL014404,12.5,C8,A
POL002136,0.8,C5,B2
POL000035,4.7,C2,A
POL052395,0.9,C5,C2
POL022818,7.5,C2,A
POL010912,4.5,C1,A
POL024125,2.9,C21,A
POL056062,10.2,C9,C2
POL037137,9.3,C11,A
POL008039,0.9,C14,B2
POL018877,10.2,C5,C1
POL033906,5.2,C15,A
POL032651,0.9,C5,C2
POL006966,10.7,C14,Utility
POL017385,0.9,C3,C2
POL016761,10.3,C13,C2
POL027572,1.1,C3,A
POL001896,0.9,C5,B2
POL038858,0.2,C13,A
POL011135,12,C2,B1
POL056513,4.8,C2,C1
POL015688,2.5,C5,C2
POL013279,10.4,C14,C2
POL009523,10.8,C12,B1
POL041835,11.8,C8,B2
POL046935,8.2,C5,A
POL004198,11.9,C13,B1
POL014998,7.7,C2,B2
POL038862,11.2,C3,C2
POL033126,6.2,C8,B1
POL011248,12.4,C8,B2
POL033278,0.1,C14,C2
POL053197,9.6,C19,B2
POL008677,1.3,C3,A
POL009189,11.3,C13,B2
POL013760,0.9,C17,C2
POL058439,12.1,C2,B2
POL042115,8.4,C21,A
POL044670,5.9,C10,A
POL007495,6.9,C14,B2
POL013371,1.6,C1,A
POL037542,0.1,C9,A
POL002300,10.9,C8,C2
POL012123,2.5,C8,B2
POL037023,12.3,C2,B2
POL048566,12.4,C14,B2
POL052039,6.1,C3,B2
POL052692,2.2,C17,C2
POL008268,8.1,C9,A
POL034489,2.9,C14,A
POL000038,11.5,C13,B1
POL019017,8.9,C10,C2
POL003454,5.2,C8,B2
POL041008,6,C2,B2
POL040891,3.1,C2,C1
POL032643,12.2,C12,C1
POL045496,0.1,C3,B1
POL026009,11.6,C2,A
POL006298,11.4,C3,B1
POL036572,10.4,C5,B2
POL011790,10.9,C5,B2
POL019389,4.9,C5,B2
POL013765,12.2,C3,A
POL038740,10.5,C11,B2
POL046592,0.9,C7,C2
POL055471,5.4,C9,B2
POL027235,1.4,C13,C2
POL047923,0.9,C9,A
POL034550,12,C13,A
POL042639,2,C9,C2
POL013676,4,C13,A
POL039489,2.3,C5,A
POL009675,6.3,C3,A
POL043660,8.6,C3,Utility
POL002369,5.5,C4,A
POL041699,5.3,C2,B2
POL021231,0.7,C8,C2
POL027901,2.9,C2,C2
POL028963,2.7,C14,C2
POL006709,6.6,C8,B2
POL046423,3.3,C9,A
POL055124,8.9,C2,C1
POL023817,11.6,C8,B2
POL046702,8.6,C8,Utility
POL052584,10.4,C8,B2
POL048467,11.9,C8,B2
POL024967,11.3,C8,A
POL015890,1.4,C16,B1
POL057472,11.6,C12,B2
POL040980,6.1,C4,B2
POL000177,8.2,C1,B2
POL010426,0.5,C3,A
POL016816,10.5,C13,B1
POL003633,8.1,C1,A
POL030764,2.8,C8,C1
POL009167,0.8,C5,A
POL056480,10.6,C10,B2
POL008477,10.6,C8,C1
POL012813,10.1,C2,C2
POL025679,1.3,C10,Utility
POL008141,12,C2,C2
POL050962,3.6,C8,C2
POL021732,12,C13,C1
POL034356,0.9,C13,B2
POL000067,11.1,C2,C2
POL008585,2.4,C5,C2
POL015879,1.2,C3,A
POL037373,5.1,C21,A
POL039186,10.2,C2,A
POL050475,10.2,C8,A
POL050512,9.1,C4,B2
POL018035,1,C9,A
POL024071,11.9,C8,C2
POL040319,9.1,C22,B2
POL010632,6.6,C14,C2
POL050570,6.8,C8,C1
POL056923,9.9,C5,B2
POL008515,7.8,C19,C2
POL035436,8.9,C2,C2
POL006008,0.1,C8,B2
POL043589,12.3,C3,A
POL040856,3.8,C8,B1
POL025519,12.2,C8,B2
POL048246,11.5,C19,C2
POL026446,2.5,C12,C1
POL053871,12.1,C8,B2
POL010003,6.5,C2,A
POL030821,6.3,C2,A
POL040224,5.7,C22,B2
POL041303,10.3,C2,B2
POL007266,2.6,C8,B2
POL012402,2.2,C8,B2
POL001345,11.9,C9,C2
POL054440,12,C14,B2
POL006506,5.3,C10,A
POL021103,1,C10,C1
POL026078,7.8,C9,A
POL037591,5,C10,B2
POL039467,4.4,C3,B2
POL046162,5.8,C1,C2
POL026045,7.9,C8,B2
POL048373,12,C13,C2
POL014945,0.9,C8,C2
POL040389,9.8,C10,A
POL007784,2.5,C8,B2
POL018078,4.3,C1,B2
POL012036,9,C11,A
POL037007,4.4,C2,C2
POL042509,12.3,C8,C2
POL024477,1.9,C2,A
POL048711,1,C3,C2
POL057456,11.8,C12,C2
POL032496,11.1,C14,Utility
POL031137,4.3,C3,A
POL005756,10.4,C8,B2
POL054320,2.4,C7,B2
POL002056,1.1,C4,A
POL023115,10.7,C8,C1
POL022902,2.8,C3,B1
POL013276,7.6,C9,B1
POL040724,0.3,C5,A
POL032585,2.5,C8,B2
POL000628,3.9,C18,A
POL042782,2.6,C5,B2
POL056650,5,C14,Utility
POL025025,12.1,C13,B2
POL041852,1.4,C10,A
POL017344,11.9,C2,C1
POL023746,1.6,C1,A
POL006752,8.6,C8,C2
POL003182,1.2,C13,B2
POL023796,8,C5,B1
POL006318,11.1,C8,A
POL016480,12.4,C2,C2
POL007156,0.9,C11,Utility
POL021404,10.7,C5,B2
POL019280,7.5,C2,B2
POL040076,12.1,C14,B2
POL011146,9,C1,A
POL037157,11.8,C5,C2
POL050344,10.6,C14,C2
POL042645,8,C14,C2
POL029672,0.2,C3,A
POL023882,11.6,C2,B2
POL047580,2.3,C8,C2
POL038327,9.9,C1,A
POL047711,8.3,C8,B2
POL006049,0.9,C8,B1
POL037779,3.9,C3,C2
POL025879,0.1,C3,A
POL032755,2.4,C5,A
POL043175,2.3,C8,A
POL050386,2.2,C3,A
POL043465,10.7,C13,Utility
POL041806,11.7,C13,C1
POL054996,7.4,C8,B2
POL033013,10.9,C14,B2
POL048106,10.3,C8,B2
POL000675,12.2,C1,C1
POL016837,7.6,C12,B2
POL036147,5.1,C1,B2
POL031220,5.4,C2,B1
POL010212,11.8,C12,C2
POL030680,11.7,C11,B2
POL053178,5.6,C12,A
POL026871,10.5,C8,C2
POL010481,0.1,C9,A
POL056653,1.2,C3,B1
POL033522,9.1,C12,C2
POL051637,4.1,C2,A
POL026895,0.6,C8,C1
POL039565,1,C2,A
POL022704,6.4,C5,A
POL046597,8.7,C3,A
POL001297,7.6,C2,A
POL053299,5.1,C8,C2
POL051760,8.8,C4,A
POL058572,3.5,C8,B1
POL048183,0.8,C2,B1
POL055484,0.8,C10,B2
POL024743,7,C12,C2
POL006177,11.3,C8,B2
POL039704,8.8,C5,B2
POL010544,10.4,C8,B2
POL009217,2,C8,B2
POL022687,8.3,C6,A
POL033363,10.3,C8,C2
POL017390,5.7,C8,B2
POL047447,2.9,C8,B2
POL046783,2.5,C2,B2
POL010804,11.6,C8,B2
POL037866,11.4,C14,B2
POL001186,2.9,C10,A
POL042069,1.1,C8,Utility
POL008171,7.1,C5,A
POL018370,9.7,C3,A
POL030021,3.9,C10,A
POL036001,4.4,C10,A
POL049218,1.3,C10,A
POL014430,5.5,C3,A
POL019658,10.9,C8,B2
POL029235,2.5,C10,A
POL041953,2.8,C4,C1
POL003313,0.2,C14,B2
POL044714,1.3,C3,A
POL037464,5.6,C6,A
POL011317,0.4,C5,A
POL053844,12.5,C3,C2
POL044320,12.2,C14,B2
POL023871,3.8,C14,Utility
POL019452,3.8,C1,A
POL043759,10.5,C2,C1
POL053555,11.8,C3,B2
POL031586,2.5,C6,A
POL054497,7.9,C3,A
POL057235,2.5,C1,A
POL050825,4.4,C14,A
POL033324,11.9,C8,B2
POL025806,0.8,C3,A
POL001672,11.4,C12,B2
POL045447,11.1,C7,C2
POL017149,11.2,C8,B2
POL042341,4.4,C16,A
POL043721,12.2,C14,B2
POL020033,7.9,C2,C1
POL038618,0.1,C3,B2
POL051902,12.4,C15,B2
POL044485,6.6,C10,C2
POL044567,11.3,C2,B1
POL034020,11.5,C2,C2
POL022629,2.7,C3,A
POL036663,1.2,C3,C2
POL003823,6.3,C1,A
POL056667,10.4,C3,B2
POL054930,2.8,C10,B2
POL005234,0.9,C9,B2
POL055603,6.6,C2,A
POL016194,0.9,C13,B2
POL002361,1.4,C7,A
POL015563,12.5,C2,B1
POL019039,10.5,C8,A
POL002822,11.4,C11,B2
POL017860,3.3,C21,C2
POL003939,1.4,C8,C2
POL027534,10.3,C8,A
POL049432,10.1,C14,C1
POL004141,0.7,C9,A
POL023625,11.5,C21,B1
POL037064,0.8,C8,A
POL033582,5.6,C14,C2
POL021823,1.5,C5,B2
POL005505,11.6,C8,C2
POL046519,10.5,C19,B2
POL005211,11.7,C3,C2
POL035850,8.4,C5,A
POL057328,10.9,C8,C1
POL037602,0.3,C5,A
POL011937,4,C2,A
POL006804,8.5,C3,A
POL048661,3.8,C4,A
POL008340,12.2,C3,B2
POL036538,3.5,C5,A
POL026057,5.7,C3,B2
POL028579,11.8,C14,B1
POL034381,0.1,C8,B2
POL003804,10.1,C8,C2
POL026282,3.1,C7,A
POL023802,0.9,C3,A
POL045489,6.2,C7,A
POL047842,10.4,C2,A
POL011784,2.4,C7,A
POL033439,12.2,C8,C1
POL004850,7.9,C2,A
POL024055,12.4,C3,B1
POL009392,8.3,C2,C1
POL049177,0.8,C2,C2
POL039961,11.9,C2,B1
POL015270,6.2,C3,A
POL049590,0.5,C2,C2
POL035844,1.9,C3,B2
POL015844,12.2,C1,C2
POL053371,4,C14,B2
POL056329,12.3,C8,B2
POL005105,11,C22,A
POL025327,6.2,C11,A
POL019270,5.1,C12,B2
POL026229,1,C10,C1
POL046886,2.5,C5,A
POL025835,10.9,C13,C2
POL034666,11.2,C1,B2
POL012155,0,C8,C2
POL055533,2.2,C8,B2
POL023734,8.1,C8,B2
POL032228,12,C8,C2
POL037745,0.1,C2,C2
POL010457,5.6,C1,A
POL049135,12.4,C14,B2
POL034794,12.2,C9,C2
POL014981,2.9,C8,B2
POL026906,4,C15,B2
POL050517,9.7,C12,C2
POL005217,0.4,C8,C1
POL005061,2,C2,A
POL005169,6.5,C13,A
POL037861,0.4,C7,A
POL031937,5.5,C2,B2
POL042286,12.1,C8,C2
POL031520,11.9,C2,B2
POL013311,0.6,C6,B2
POL048061,6.5,C3,A
POL055854,6.2,C5,A
POL035813,11.2,C3,C2
POL006395,9.6,C8,B2
POL000614,11.7,C9,A
POL041467,4.5,C8,C2
POL005193,10.5,C14,B2
POL012109,0.7,C14,C1
POL008274,2.6,C1,C2
POL046703,10.4,C5,B2
POL025870,8.4,C3,B1
POL039766,11.8,C1,A
POL014666,5.1,C5,B2
POL013390,11,C8,B2
POL001034,11,C8,C2
POL038809,5.3,C7,B2
POL000556,0.9,C3,B2
POL008061,0.2,C5,A
POL013935,10.7,C2,B2
POL038793,0.8,C5,C1
POL046676,3.6,C8,B2
POL011736,1.7,C10,B2
POL024655,0.4,C7,A
POL027503,2.7,C9,B2
POL031711,1,C2,A
POL047171,0.1,C8,A
POL008619,11.7,C1,C2
POL009334,5.2,C21,A
POL021390,11.4,C8,B1
POL044984,1,C9,A
POL050329,3.8,C8,B2
POL000239,0.9,C5,B2
POL044118,1,C10,C2
POL019865,8.8,C5,A
POL015405,10.1,C8,C1
POL055037,6.5,C13,B2
POL003031,7.7,C3,A
POL006142,1.9,C10,A
POL028182,4.5,C3,A
POL030716,10.7,C4,C1
POL005535,11.8,C13,A
POL028382,5.8,C5,B2
POL001846,0.9,C3,C2
POL056492,0.5,C2,B2
POL036721,10.8,C8,B1
POL050858,7.5,C8,B2
POL037368,11.1,C2,A
POL016990,8.9,C8,B2
POL042163,0.9,C13,B2
POL018136,0.1,C3,C2
POL011724,12.5,C9,C2
POL056716,2.4,C8,A
POL051738,1.4,C9,B2
POL010252,6.8,C19,C2
POL045776,0.1,C2,C1
POL045963,2.1,C14,B2
POL003625,3.7,C5,C2
POL007911,2.6,C5,A
POL002307,7,C14,C2
POL019527,10.9,C3,B1
POL003721,5.3,C3,C2
POL002017,4.9,C3,A
POL029645,0.9,C2,A
POL041127,4.9,C14,C2
POL038507,1.5,C3,A
POL055044,12.4,C8,A
POL044767,6.7,C8,Utility
POL046472,1.3,C10,A
POL035199,10.2,C7,B2
POL027241,7.4,C1,A
POL030507,5.8,C5,A
POL040453,2.4,C3,B1
POL024620,10.5,C8,B2
POL011997,11.3,C15,B1
POL015952,7.2,C14,B2
POL011244,12,C2,C2
POL048998,2.9,C8,B2
POL028185,11.6,C13,A
POL031959,11.9,C11,B1
POL016544,10.5,C14,B2
POL025091,0.4,C15,C1
POL043702,2.7,C3,B2
POL025474,2.9,C3,A
POL052121,11.7,C3,C2
POL028435,8.1,C9,B2
POL043085,4.9,C2,A
POL048647,2.4,C18,B2
POL055149,12.2,C2,Utility
POL016724,5.1,C5,A
POL019305,4.4,C2,B1
POL013445,6,C12,A
POL032175,6,C10,A
POL018011,1.4,C13,B2
POL015149,5.4,C19,C2
POL008488,6.8,C3,A
POL026233,10.7,C8,C2
POL004105,6.7,C13,C2
POL040637,9.6,C17,A
POL018500,0,C9,A
POL004277,7.9,C3,A
POL007265,8.8,C11,B2
POL012924,6.4,C3,C2
POL047434,4.6,C5,A
POL029346,11.2,C8,B2
POL014249,4.1,C14,C1
POL026540,1.1,C3,A
POL018467,10.9,C12,C2
POL015372,2.5,C5,C2
POL048536,5.5,C8,C2
POL032183,12.1,C9,B2
POL047633,5.1,C3,A
POL051438,12.2,C12,C2
POL001518,0.7,C5,A
POL042482,1.4,C14,B1
POL021355,11.2,C3,B2
POL038980,0.4,C9,A
POL050153,9.6,C2,B2
POL006914,10.5,C8,B2
POL037013,9,C14,A
POL033686,10.8,C7,C2
POL032430,12.4,C8,B2
POL022545,1.3,C17,B2
POL050396,1.4,C2,B2
POL020828,6,C7,A
POL013315,0.8,C8,C2
POL035557,5.4,C3,B1
POL057443,7.1,C3,A
POL039523,0.6,C7,A
POL029242,0.7,C4,A
POL014782,10.5,C14,C2
POL017769,7.7,C8,C2
POL016279,0.8,C8,A
POL003094,7.8,C5,A
POL036801,3.4,C12,A
POL049393,8.6,C3,A
POL040399,9.3,C14,B1
POL028335,7,C13,B2
POL022930,0.5,C5,A
POL009358,10.5,C9,B2
POL018570,5.9,C8,B1
POL011646,0.7,C5,C1
POL011179,8.4,C13,C2
POL002506,10.7,C9,B2
POL033340,6.2,C7,B1
POL056361,3.5,C5,B2
POL021655,11.2,C2,C2
POL029201,7.2,C12,B2
POL014677,10.1,C5,A
POL040160,5.7,C19,B2
POL043273,0.9,C10,B2
POL011770,10.7,C11,B1
POL045853,10.5,C8,B1
POL011961,3,C13,A
POL014116,5.5,C2,C2
POL032255,8.3,C14,C2
POL020228,0.8,C14,B2
POL007037,2.2,C5,A
POL045506,1.9,C8,A
POL057391,2.6,C3,B2
POL052650,11.6,C12,C2
POL003465,2.3,C3,A
POL053457,9.5,C5,A
POL048083,11.7,C8,C2
POL041584,11.8,C11,B2
POL003498,8.9,C2,B2
POL039731,3.7,C8,B1
POL054389,10.6,C1,C1
POL050558,1.2,C9,B2
POL041557,4.7,C8,B2
POL043160,8.8,C10,A
POL006197,1.4,C8,C2
POL009432,6.3,C3,A
POL057524,3.4,C14,B2
POL019072,5.2,C8,C2
POL000282,10.6,C2,C2
POL027759,2.9,C5,B2
POL020728,0.9,C5,C2
POL039448,0.3,C2,A
POL005588,0.4,C7,A
POL040371,8.8,C7,A
POL015233,7.9,C3,B2
POL042378,2.2,C13,C2
POL057471,1.3,C2,A
POL000289,2.7,C8,C2
POL048715,4.2,C5,B2
POL025772,11.8,C12,C2
POL040519,11.6,C8,B2
POL023271,10.4,C3,B2
POL044682,10.8,C8,A
POL021585,11.3,C9,A
POL011911,0.1,C14,B1
POL000780,1.9,C3,A
POL051024,11.3,C8,C2
POL024912,3.7,C9,B1
POL042860,2,C9,B2
POL021895,4,C11,B1
POL025348,4.8,C5,A
POL037636,10.1,C8,C2
POL051131,6.1,C5,B2
POL053829,4.9,C14,C2
POL044319,3.1,C2,C2
POL003106,11,C8,C2
POL041750,3.8,C3,C1
POL005600,7.7,C13,A
POL052972,6.9,C8,B2
POL053664,1,C2,A
POL026003,6.6,C6,C2
POL002269,0.9,C3,B2
POL045683,9,C7,B2
POL055451,11.4,C5,B1
POL055395,3,C3,A
POL020732,11.1,C14,B2
POL026483,0.8,C8,C2
POL009687,0.8,C8,Utility
POL052331,3.8,C2,C2
POL035527,1.1,C8,C2
POL025027,1.1,C7,A
POL022959,8.6,C3,A
POL057913,4.4,C13,C2
POL016051,0.9,C15,B2
POL047301,1.7,C10,B1
POL058116,0.1,C3,A
POL006864,1,C2,B2
POL054144,10.5,C9,C2
POL054002,1.5,C3,B2
POL023626,5,C5,B1
POL009459,1.2,C11,A
POL049960,1.3,C5,A
POL020301,1.5,C8,A
POL054795,5.4,C4,A
POL058442,4.4,C1,C2
POL032350,10.9,C3,C2
POL055739,11.5,C10,B1
POL054826,4.6,C10,A
POL033843,7.5,C14,B1
POL017534,1.2,C3,A
POL045582,5.3,C2,A
POL002975,1.4,C13,C2
POL036749,11.4,C2,B2
POL032990,9.3,C3,A
POL011108,10.5,C8,C2
POL008355,2.5,C3,C2
POL010335,7.7,C2,A
POL039349,8.6,C5,B1
POL054045,10.9,C5,Utility
POL028551,3.7,C13,C1
POL042783,5.4,C9,A
POL016578,6,C11,B2
POL036074,1,C8,C2
POL007433,1.8,C10,A
POL038694,11.6,C8,B2
POL010946,1.1,C8,C2
POL002371,7.9,C10,A
POL027317,11.5,C8,C2
POL053954,11,C10,B2
POL013570,10.7,C14,B2
POL002709,2.2,C13,A
POL034792,6.3,C2,A
POL025179,0.4,C10,B2
POL050175,2.9,C7,B1
POL016887,2,C2,A
POL014097,7.2,C7,A
POL031222,11.9,C9,B2
POL053819,11,C8,B1
POL016396,6.3,C5,A
POL024878,11.5,C14,A
POL037979,5.1,C9,B2
POL036826,1.7,C9,B1
POL013943,0.1,C8,Utility
POL041237,10.4,C15,C2
POL021945,3,C3,B2
POL030723,11.2,C2,B1
POL054099,0.5,C5,A
POL045630,10.7,C13,A
POL033553,0.5,C10,C2
POL004340,0.5,C9,A
POL041597,9.1,C12,B2
POL020062,0,C9,A
POL058362,6.3,C8,C2
POL041138,6.9,C3,B1
POL046633,6.5,C13,C2
POL016124,0.8,C8,A
POL013065,0.5,C3,A
POL053986,3.7,C3,B2
POL030466,0.4,C5,A
POL050722,10.8,C13,C2
POL037216,1,C8,B2
POL004264,10,C7,A
POL002495,0.2,C7,B2
POL026308,0.1,C8,B2
POL031505,7.3,C8,B2
POL027182,0.9,C7,A
POL003048,10.8,C13,B2
POL039244,3,C2,C2
POL020016,1.7,C8,B2
POL013046,10.7,C2,A
POL037884,5.1,C15,B2
POL051562,12.3,C13,B2
POL010811,2.9,C8,C2
POL054695,7.7,C8,B2
POL042972,5.2,C7,B2
POL042873,4.2,C3,A
POL054617,5,C5,Utility
POL025293,2.4,C3,A
POL013762,12.2,C13,A
POL005965,11.3,C14,B1
POL053631,10.6,C3,C2
POL054817,1.8,C10,B2
POL042589,9.4,C6,A
POL024810,10.4,C8,C2
POL047060,0.9,C5,B2
POL009756,11.4,C13,B2
POL016587,11.6,C19,B2
POL041712,7.8,C2,C2
POL036669,12,C8,C2
POL010454,3,C10,A
POL013098,1.2,C5,A
POL014214,8.8,C8,B2
POL024109,11.3,C3,C2
POL056178,1.9,C8,C2
POL002587,2.2,C8,C2
POL048286,5.2,C8,B2
POL043698,11,C11,C2
POL026372,2.9,C2,B1
POL014154,2.8,C9,B2
POL053565,4.1,C2,B2
POL002242,11.6,C8,B1
POL040277,12,C14,C2
POL026749,9.9,C14,Utility
POL000319,1.2,C2,C1
POL003851,1.8,C3,B2
POL027740,11.6,C3,C2
POL049621,12.4,C8,B1
POL029901,8.5,C1,B2
POL032434,5.3,C9,B2
POL024488,0.9,C8,B2
POL008835,11.5,C8,Utility
POL026123,11.8,C5,B2
POL039746,12.1,C13,B2
POL023536,5,C8,B2
POL016006,6.2,C4,B2
POL056320,10.3,C10,A
POL039883,4.9,C8,C2
POL007636,9.8,C8,C2
POL002910,4.9,C5,B2
POL037725,3.3,C5,B1
POL024942,12.1,C5,B1
POL054352,3.9,C7,C2
POL011969,8.1,C2,A
POL002408,3.3,C12,B2
POL012213,2.3,C8,C1
POL035241,6.4,C6,A
POL009232,1.5,C8,B2
POL034406,10,C2,B2
POL057129,0.8,C2,C1
POL030504,11.1,C14,C2
POL045523,0.8,C10,C2
POL036887,0.7,C5,C2
POL024191,2.4,C2,A
POL035100,8.8,C2,A
POL042226,12.3,C8,B2
POL039344,0.9,C4,A
POL056621,12,C8,A
POL031530,8.9,C13,A
POL012433,9.7,C13,C2
POL056171,7.2,C5,A
POL007229,10.7,C8,C2
POL031114,0.9,C10,B2
POL015963,9.2,C22,B2
POL024292,8.2,C5,B1
POL032870,0.9,C10,C2
POL010850,3.5,C6,A
POL034749,8.1,C2,B2
POL022233,2.1,C3,A
POL035032,0.6,C9,A
POL045242,5.2,C2,C1
POL053791,3.2,C1,A
POL001393,3,C2,C1
POL010391,4.5,C3,A
POL001688,1.9,C5,C2
POL056573,10.6,C13,A
POL029674,0.3,C8,C2
POL051050,10,C2,C2
POL022564,0.6,C6,C1
POL044104,0.3,C1,A
POL011402,10.5,C11,B2
POL032562,2.5,C2,C2
POL038681,1.2,C10,Utility
POL013558,3.6,C8,B2
POL000262,6.2,C2,C2
